term_desc,Year,Emplid,academic_organization_desc,subject,Catalog_Nbr,course_id,class_nbr,ssr_component,Primary_Component_Ind,Enrollment_Capacity,Total_Over_Capacity,Instruction_Mode_Desc,Instructor_Role
Winter,2018,10110193,Faculty of Science,SCIE,311,136324,10803,TUT,N,15,1.066666667,In Person,TA
Fall,2021,4189009,Dept of Computer Science,CPSC,471,107234,75940,LEC,Y,140,0.921428571,Web-Based Instruction,PI
Winter,2020,4055808,Dept of Physics & Astronomy,PHYS,613,132835,20257,LEC,Y,20,0.9,In Person,PI
Fall,2017,30009632,Dept of Chemistry,CHEM,203,104794,71298,LAB,N,20,0.9,In Person,TA
Winter,2019,0,Dept of Physics & Astronomy,PHYS,497,160468,12500,LAB,N,12,1.083333333,In Person,
Winter,2021,4045402,Dept of Computer Science,CPSC,513,107260,14486,LEC,Y,35,0.457142857,Web-Based Instruction,PI
Winter,2019,30030051,Dept of Math & Stats,MATH,213,161215,13570,LAB,N,45,0.888888889,In Person,TA
Fall,2017,30009632,Dept of Chemistry,CHEM,203,104794,71309,LAB,N,20,0.85,In Person,TA
Fall,2020,30108794,Dept of Computer Science,CPSC,219,160417,75892,TUT,N,30,0.933333333,Web-Based Instruction,TA
Winter,2019,0,Dept of Math & Stats,STAT,327,139120,10147,LAB,N,24,0.833333333,In Person,
Winter,2018,4187001,Dept of Computer Science,CPSC,502.07B,162552,12598,LEC,Y,5,0.6,In Person,PI
Fall,2020,4204905,Dept of Math & Stats,STAT,625,139215,76360,LEC,Y,20,0.5,Web-Based Instruction,PI
Fall,2021,4052594,Dept of Math & Stats,MATH,177,162781,72112,LEC,Y,113,0.469026549,In Person,PI
Winter,2020,10020005,Dept of Biological Sciences,BIOL,305,103208,18705,LEC,Y,25,0.6,In Person,AL
Winter,2018,0,Dept of Physics & Astronomy,PHYS,259,132717,10757,LAB,N,24,0.916666667,In Person,
Winter,2019,0,Dept of Biological Sciences,ZOOL,463,139505,11820,LAB,N,24,0.916666667,In Person,
Fall,2019,4069678,Department of Geoscience,GLGY,463,162978,72882,LEC,Y,28,0.785714286,In Person,PI
Winter,2018,30048629,Dept of Chemistry,CHEM,201,104793,11296,LAB,N,20,0.85,In Person,TA
Winter,2022,0,Dept of Biological Sciences,CMMB,343,105369,10234,LAB,N,22,1,In Person,
Fall,2020,0,Dept of Physics & Astronomy,PHYS,365,162994,72492,LAB,N,24,1.083333333,Web-Based Instruction,
Fall,2020,0,Department of Geoscience,GLGY,201,122140,70728,LAB,N,30,1,Web-Based Instruction,
Winter,2018,10098700,Dept of Computer Science,CPSC,313,107194,11015,TUT,N,25,0.4,In Person,TA
Winter,2022,0,Dept of Physics & Astronomy,PHYS,229,164372,13433,LAB,N,24,0.791666667,In Person,
Winter,2022,0,Dept of Biological Sciences,BIOL,243,161577,11309,LAB,N,24,0.958333333,In Person,
Fall,2018,0,Dept of Chemistry,CHEM,351,104832,70332,LAB,N,20,1,In Person,
Fall,2019,10141212,Department of Geoscience,GLGY,201,122140,70591,LAB,N,18,1,In Person,PI
Fall,2018,0,Dept of Math & Stats,MATH,413,163991,75909,TUT,N,75,0.973333333,In Person,
Fall,2018,10137135,Dept of Chemistry,CHEM,331,104824,70309,LEC,Y,132,1,In Person,TA
Winter,2021,0,Dept of Chemistry,CHEM,371,104842,10224,LAB,N,18,1,Web-Based Instruction,
Fall,2021,4067780,Dept of Computer Science,ISEC,643,164145,74344,LEC,Y,25,0.72,Web-Based Instruction,PI
Winter,2018,30024875,Dept of Math & Stats,MATH,249,125996,10033,TUT,N,80,1,In Person,PI
Winter,2018,10180114,Department of Geoscience,GLGY,445,162977,14604,LEC,Y,108,0.972222222,In Person,PI
Fall,2021,10177100,Dept of Physics & Astronomy,MDPH,712A,161404,71061,LAB,Y,2,0.5,In Person,PI
Winter,2020,10029569,Department of Geoscience,GLGY,323,122159,20904,LAB,N,16,0.875,In Person,PI
Fall,2017,30047057,Dept of Math & Stats,MATH,275,162784,72975,LAB,N,77,0.779220779,In Person,PI
Fall,2021,0,Dept of Chemistry,CHEM,351,104832,70173,LAB,N,20,1,In Person,
Winter,2020,10009980,Dept of Math & Stats,MATH,415,163992,22948,LEC,Y,60,0.95,In Person,PI
Fall,2019,0,Dept of Chemistry,CHEM,203,104794,71151,LAB,N,20,0.9,In Person,
Fall,2018,10141212,Department of Geoscience,GLGY,201,122140,70944,LAB,N,18,1,In Person,PI
Fall,2020,0,Dept of Biological Sciences,BIOL,315,103215,71045,LAB,N,24,1,Web-Based Instruction,
Fall,2019,0,Dept of Physics & Astronomy,PHYS,221,132696,71609,LAB,N,9,1,In Person,
Fall,2021,0,Dept of Biological Sciences,ZOOL,403,163530,72705,LAB,N,24,0.958333333,In Person,
Fall,2017,10183119,Dept of Math & Stats,MATH,265,162782,72928,LEC,Y,240,0.758333333,In Person,PI
Fall,2017,0,Dept of Computer Science,CPSC,571,107292,74663,TUT,N,25,0.24,In Person,
Summer,2020,4273891,Dept of Biological Sciences,BCEM,507,150031,50898,LAB,Y,2,1,Web-Based Instruction,PI
Winter,2019,10024405,Dept of Physics & Astronomy,PHYS,371,161661,15545,LEC,Y,220,1,In Person,PI
Fall,2020,10181890,Dept of Physics & Astronomy,MDPH,638,162995,72500,LEC,Y,10,0.3,In Person,PI
Winter,2021,0,Department of Geoscience,GOPH,547,122674,10449,LAB,N,14,0.285714286,Web-Based Instruction,
Fall,2017,0,Dept of Physics & Astronomy,PHYS,221,132696,71894,LAB,N,9,1,In Person,
Winter,2020,4192501,Dept of Biological Sciences,CMMB,507,150052,24740,LAB,Y,30,0.466666667,Independent Study,AL
Fall,2020,10085520,Dept of Physics & Astronomy,PHYS,221,132696,70632,LEC,Y,148,0.891891892,Web-Based Instruction,PI
Winter,2021,0,Dept of Math & Stats,MATH,415,163992,13564,TUT,N,30,1,Web-Based Instruction,
Winter,2018,30059862,Dept of Chemistry,CHEM,201,104793,11283,LAB,N,20,1,In Person,TA
Fall,2019,0,Dept of Chemistry,CHEM,351,104832,70296,LAB,N,20,0.95,In Person,
Winter,2019,0,Dept of Physics & Astronomy,PHYS,259,132717,10779,LAB,N,24,1,In Person,
Winter,2020,0,Dept of Biological Sciences,BCEM,577,103116,24062,LAB,N,18,0.833333333,In Person,
Fall,2017,0,Dept of Biological Sciences,ECOL,429,108947,71406,LAB,N,16,0.3125,In Person,
Winter,2021,0,Dept of Math & Stats,MATH,516,164002,14691,LAB,N,25,1,Web-Based Instruction,
Fall,2020,0,Dept of Biological Sciences,ZOOL,435,161298,75826,LAB,N,24,0.916666667,Web-Based Instruction,
Fall,2020,0,Environmental Science Program,ENSC,504A,160757,77229,LAB,Y,1,1,Web-Based Instruction,
Winter,2019,4093059,Dept of Biological Sciences,CMMB,507,150052,16338,LAB,Y,1,10,Independent Study,AL
Fall,2018,0,Dept of Chemistry,CHEM,203,104794,71253,LAB,N,20,1,In Person,
Winter,2018,0,Dept of Biological Sciences,BIOL,401,103226,10201,TUT,N,20,1,In Person,
Winter,2019,4230556,Dept of Math & Stats,MATH,625,162989,15761,LEC,Y,15,0.333333333,In Person,PI
Fall,2017,0,Dept of Chemistry,CHEM,351,104832,70278,TUT,N,35,0.971428571,In Person,
Fall,2021,0,Dept of Biological Sciences,BIOL,435,161272,71414,LAB,N,24,1,Web-Based Instruction,
Fall,2017,2001700,Dept of Computer Science,CPSC,491,107238,73188,LEC,Y,25,0.4,In Person,PI
Fall,2020,10183292,Dept of Math & Stats,MATH,265,162782,72119,LEC,Y,360,0.977777778,Web-Based Instruction,PI
Fall,2017,30005949,Dept of Math & Stats,ACSC,425,160484,75833,LEC,Y,40,0.775,In Person,PI
Fall,2019,4241864,Dept of Biological Sciences,PLBI,541,162807,72530,LEC,Y,28,0.857142857,Web-Based Instruction,PI
Winter,2018,271327,Dept of Computer Science,CPSC,331,107198,10335,TUT,N,28,0.857142857,In Person,TA
Fall,2020,0,Department of Geoscience,GLGY,201,122140,70479,LAB,N,30,1,Web-Based Instruction,
Winter,2021,0,Department of Geoscience,GLGY,202,162255,14477,LAB,N,25,1,Web-Based Instruction,
Winter,2022,0,Faculty of Science,SCIE,311,136324,10592,TUT,N,15,1,In Person,
Winter,2019,10028494,Department of Geoscience,GLGY,660,164111,15966,LAB,N,2,1,In Person,PI
Fall,2017,10158208,Dept of Math & Stats,STAT,217,139102,70105,LAB,N,30,0.966666667,In Person,PI
Winter,2019,0,Dept of Math & Stats,MATH,415,163992,15750,TUT,N,30,0.766666667,In Person,
Winter,2018,4188040,Faculty of Science,NEUR,401,161162,12161,LAB,Y,15,0.4,In Person,PI
Spring,2021,0,Dept of Math & Stats,MATH,209,163751,31534,LAB,N,62,0.661290323,Web-Based Instruction,
Fall,2017,10180220,Dept of Math & Stats,MATH,267,162783,73383,LEC,Y,240,0.879166667,In Person,PI
Fall,2017,10141212,Department of Geoscience,GLGY,201,122140,70917,LAB,N,20,1,In Person,PI
Winter,2019,0,Dept of Chemistry,CHEM,203,104794,11270,LAB,N,20,0.9,In Person,
Fall,2017,10075087,Dept of Math & Stats,MATH,265,162782,72949,LAB,N,60,0.7,In Person,PI
Winter,2020,0,Dept of Biological Sciences,ZOOL,401,163529,21816,LAB,N,24,0.875,In Person,
Fall,2021,0,Dept of Chemistry,CHEM,351,104832,70179,LAB,N,20,1,In Person,
Winter,2019,0,Dept of Biological Sciences,CMMB,343,105369,10329,LAB,N,20,0.95,In Person,
Spring,2021,0,Dept of Computer Science,CPSC,413,107216,31474,TUT,N,25,0.12,Web-Based Instruction,
Fall,2021,0,Dept of Chemistry,CHEM,201,104793,75712,LAB,N,20,0.95,Web-Based Instruction,
Fall,2021,0,Environmental Science Program,ENSC,504A,160757,77200,LAB,Y,1,1,Independent Research,
Winter,2020,30103480,Dept of Computer Science,CPSC,319,161617,20238,TUT,N,28,1,In Person,TA
Spring,2018,30015881,Dept of Computer Science,CPSC,313,107194,30597,TUT,N,31,0.419354839,In Person,TA
Winter,2019,4077196,Dept of Physics & Astronomy,PHYS,509,132785,15443,LEC,Y,14,0.357142857,In Person,PI
Winter,2022,0,Dept of Physics & Astronomy,PHYS,223,132698,10536,LAB,N,24,1,In Person,
Spring,2021,0,Dept of Math & Stats,MATH,211,125983,30418,LAB,N,61,0.918032787,Web-Based Instruction,
Spring,2020,968919,Dept of Math & Stats,MATH,209,163751,30508,LEC,Y,62,0.838709677,Web-Based Instruction,PI
Winter,2020,10049553,Faculty of Science,NEUR,521,161168,22800,LEC,Y,27,1,In Person,PI
Fall,2017,30001863,Dept of Computer Science,CPSC,217,160416,70905,TUT,N,25,1,In Person,TA
Winter,2022,0,Dept of Chemistry,CHEM,357,104837,10209,TUT,N,35,0.914285714,Web-Based Instruction,
Winter,2018,0,Dept of Chemistry,CHEM,201,104793,16407,LAB,N,20,0.1,In Person,
Winter,2022,10177722,Dept of Math & Stats,STAT,633,139217,12779,LEC,Y,15,0.533333333,In Person,PI
Winter,2022,10189286,Dept of Computer Science,CPSC,601,150075,16472,LEC,Y,20,0.65,In Person,PI
Summer,2022,0,Dept of Math & Stats,MATH,267,162783,1098,LAB,N,60,0.916666667,Web-Based Instruction,
Fall,2019,0,Dept of Biological Sciences,BIOL,311,103211,70219,LAB,N,25,0.92,In Person,
Spring,2018,30027756,Dept of Math & Stats,MATH,211,125983,30111,LAB,N,50,0.94,In Person,PI
Winter,2022,0,Dept of Math & Stats,STAT,217,139102,10077,LAB,N,30,1,In Person,
Winter,2018,30042342,Dept of Computer Science,CPSC,233,107165,12169,TUT,N,25,1,In Person,TA
Fall,2020,0,Dept of Physics & Astronomy,PHYS,221,132696,71449,LAB,N,8,1,Web-Based Instruction,
Winter,2022,10180600,Department of Geoscience,GOPH,375,122652,10415,LEC,Y,720,0.9875,Web-Based Instruction,PI
Fall,2019,10182359,Dept of Computer Science,CPSC,313,107194,71197,LEC,Y,125,0.96,In Person,PI
Winter,2019,4067743,Faculty of Science,SCIE,501,136327,10817,LEC,Y,55,0.709090909,In Person,PI
Fall,2018,0,Dept of Biological Sciences,CMMB,421,105373,72275,TUT,N,19,0.842105263,In Person,
Summer,2022,0,Department of Geoscience,GLGY,202,162255,1642,LAB,N,18,0.388888889,In Person,
Fall,2020,10024405,Dept of Physics & Astronomy,PHYS,455,132765,70651,LEC,Y,55,0.781818182,Web-Based Instruction,PI
Winter,2018,4145557,Dept of Biological Sciences,CMMB,343,105369,10291,LEC,Y,176,0.835227273,In Person,AL
Winter,2019,0,Dept of Biological Sciences,BIOL,243,161577,11905,LAB,N,24,1,In Person,
Fall,2017,10085502,Dept of Chemistry,CHEM,209,104797,70221,TUT,N,40,0.875,In Person,TA
Winter,2021,10185040,Dept of Math & Stats,MATH,271,126002,10025,LEC,Y,190,1.015789474,Web-Based Instruction,PI
Fall,2017,10183119,Dept of Math & Stats,MATH,265,162782,72950,LAB,N,60,0.716666667,In Person,PI
Winter,2022,0,Dept of Math & Stats,STAT,217,139102,10078,LAB,N,30,1,In Person,
Winter,2019,0,Dept of Chemistry,CHEM,379,163966,15402,TUT,N,35,0.485714286,In Person,
Winter,2018,4135148,Dept of Biological Sciences,CMMB,507,150052,17031,LAB,Y,1,1,Independent Study,AL
Winter,2020,30071287,Dept of Math & Stats,STAT,213,139100,18607,LAB,N,30,1,In Person,PI
Fall,2021,10188907,Dept of Computer Science,CPSC,572,162561,74089,LEC,Y,32,1,Web-Based Instruction,PI
Fall,2017,10141212,Department of Geoscience,GLGY,201,122140,70597,LAB,N,20,1,In Person,PI
Winter,2019,30048748,Dept of Computer Science,CPSC,319,161617,11580,TUT,N,29,0.862068966,In Person,TA
Summer,2021,0,Dept of Math & Stats,MATH,267,162783,50123,LAB,N,60,0.65,Web-Based Instruction,
Winter,2022,4207905,Dept of Biological Sciences,CMMB,507.95,165288,16439,LAB,Y,30,0.933333333,Senior Project,SI
Winter,2022,10009906,Dept of Biological Sciences,BIOL,530B,163276,16620,LAB,Y,1,1,Senior Project,PI
Fall,2020,30066669,Dept of Computer Science,CPSC,359,162328,71756,TUT,N,24,0.875,Web-Based Instruction,TA
Fall,2021,0,Dept of Physics & Astronomy,PHYS,369,132748,72210,LAB,N,24,1,In Person,
Winter,2021,0,Dept of Math & Stats,MATH,415,163992,13563,TUT,N,30,1.033333333,Web-Based Instruction,
Fall,2020,10146049,Dept of Chemistry,CHEM,659,150046,76643,LEC,Y,15,0.133333333,Web-Based Instruction,PI
Winter,2021,0,Dept of Computer Science,CPSC,411,107215,14417,TUT,N,25,0.68,Web-Based Instruction,
Winter,2019,0,Dept of Biological Sciences,BIOL,331,103218,10232,TUT,N,27,1,In Person,
Fall,2018,10182227,Department of Geoscience,GLGY,403,162985,75954,LAB,N,14,0.785714286,In Person,PI
Winter,2018,30049671,Dept of Math & Stats,STAT,217,139102,10093,LAB,N,30,0.966666667,In Person,PI
Winter,2020,10028645,Faculty of Science,ENSC,201,163533,21863,LEC,Y,100,1,In Person,PI
Winter,2021,4155961,Dept of Biological Sciences,CMMB,530B,106018,16050,LAB,Y,1,17,In Person,PI
Fall,2019,0,Dept of Chemistry,CHEM,203,104794,71132,LAB,N,20,1,In Person,
Winter,2020,0,Dept of Chemistry,CHEM,433,164366,23904,LAB,N,20,0.85,In Person,
Winter,2021,0,Dept of Computer Science,CPSC,471,107234,15646,TUT,N,30,1,Web-Based Instruction,
Fall,2020,0,Dept of Math & Stats,MATH,267,162783,72383,LAB,N,50,0.98,Web-Based Instruction,
Fall,2017,507772,Dept of Computer Science,CPSC,530,161622,76638,LEC,Y,45,0.733333333,In Person,PI
Fall,2017,4044906,Dept of Computer Science,CPSC,355,161194,74582,LEC,Y,100,1,In Person,PI
Winter,2018,4125465,Dept of Biological Sciences,PLBI,507,162804,17196,LAB,Y,1,3,Independent Study,PI
Fall,2019,30103071,Dept of Computer Science,CPSC,441,107225,72066,TUT,N,25,0.88,In Person,TA
Fall,2017,10126380,Dept of Math & Stats,MATH,265,162782,72951,LAB,N,60,0.733333333,In Person,PI
Spring,2021,200291,Dept of Chemistry,CHEM,502A,150498,30078,LAB,Y,20,0.05,Directed Research,PI
Winter,2022,4032066,Department of Geoscience,GLGY,433,162976,12086,LEC,Y,20,0.9,In Person,PI
Fall,2018,977418,Dept of Computer Science,CPSC,471,107234,70441,LEC,Y,125,0.992,In Person,PI
Fall,2021,4204905,Dept of Math & Stats,STAT,601,150482,76080,LEC,Y,30,0.566666667,In Person,PI
Winter,2021,10182359,Dept of Computer Science,CPSC,526,161621,14488,LEC,Y,85,0.976470588,Web-Based Instruction,PI
Fall,2017,30025850,Dept of Math & Stats,MATH,249,125996,70037,LAB,N,56,1,In Person,PI
Winter,2019,0,Dept of Biological Sciences,BCEM,393,102715,10204,LAB,N,20,1,In Person,
Fall,2020,0,Dept of Math & Stats,STAT,213,139100,70079,LAB,N,30,1,Web-Based Instruction,
Winter,2020,0,Dept of Biological Sciences,BIOL,243,161577,20123,LAB,N,24,0.75,In Person,
Winter,2018,0,Dept of Chemistry,CHEM,203,104794,11340,LAB,N,20,1,In Person,
Fall,2018,10184456,Dept of Math & Stats,MATH,265,162782,72605,LEC,Y,120,0.983333333,In Person,PI
Winter,2022,10031885,Dept of Biological Sciences,CMMB,528B,150053,16523,LAB,Y,1,1,Senior Project,PI
Fall,2019,0,Dept of Biological Sciences,BIOL,315,103215,71195,LAB,N,24,0.916666667,In Person,
Fall,2021,0,Dept of Math & Stats,MATH,275,162784,76829,LAB,N,100,0.85,In Person,
Fall,2020,0,Dept of Math & Stats,MATH,211,125983,70807,LAB,N,40,1,Web-Based Instruction,
Winter,2020,0,Dept of Biological Sciences,PLBI,507,162804,25503,LAB,Y,1,1,Independent Study,
Fall,2018,4039578,Dept of Math & Stats,MATH,603,162987,73779,LEC,Y,15,0.2,In Person,PI
Fall,2020,0,Dept of Physics & Astronomy,PHYS,221,132696,71444,LAB,N,8,0.125,Web-Based Instruction,
Winter,2018,0,Dept of Computer Science,CPSC,502.03B,160858,11248,LAB,N,5,0.4,In Person,
Winter,2020,30075801,Dept of Computer Science,DATA,211,163976,24350,LAB,N,31,1,In Person,TA
Fall,2018,4110900,Dept of Biological Sciences,PLBI,421,162803,75649,LEC,Y,48,0.979166667,In Person,PI
Spring,2019,0,Dept of Chemistry,CHEM,402.01,163269,30506,LAB,Y,30,0.066666667,Directed Research,
Fall,2021,0,Faculty of Science,NEUR,478,163007,72248,LAB,N,8,1,In Person,
Fall,2018,0,Dept of Chemistry,CHEM,209,104797,71200,LAB,N,20,1,In Person,
Winter,2021,985073,Dept of Physics & Astronomy,PHYS,691.22,161413,11127,SEM,Y,15,0.2,Web-Based Instruction,PI
Spring,2021,0,Dept of Computer Science,DATA,201,163972,30600,LAB,N,25,0.8,Web-Based Instruction,
Winter,2018,10176416,Dept of Biological Sciences,CMMB,507,150052,17169,LAB,Y,1,1,Independent Study,PI
Winter,2022,959240,Dept of Biological Sciences,CMMB,507.01,165059,15975,LAB,Y,1,1,In Person,PI
Winter,2018,4273891,Dept of Biological Sciences,BCEM,530B,103090,16549,LAB,Y,15,0.6,In Person,AL
Winter,2022,0,Dept of Chemistry,CHEM,351,104832,11132,LAB,N,20,1,In Person,
Fall,2017,10158208,Dept of Math & Stats,STAT,217,139102,70096,LAB,N,30,0.966666667,In Person,PI
Fall,2019,4060445,Dept of Chemistry,CHEM,351,104832,71166,TUT,N,35,1,In Person,PI
Fall,2021,10185124,Dept of Biological Sciences,ECOL,528A,150503,76310,LAB,Y,1,1,Directed Research,PI
Fall,2017,10170054,Dept of Computer Science,CPSC,601,150075,76919,LEC,Y,15,0.933333333,In Person,PI
Fall,2019,30025135,Dept of Math & Stats,MATH,355,162287,71956,TUT,N,15,0.8,In Person,PI
Fall,2018,0,Dept of Chemistry,CHEM,209,104797,71126,LAB,N,20,1,In Person,
Winter,2021,0,Dept of Chemistry,CHEM,209,104797,10176,TUT,N,34,0.911764706,Web-Based Instruction,
Fall,2017,208151,Dept of Biological Sciences,ECOL,413,108943,70397,LAB,Y,20,0.8,In Person,AL
Winter,2020,4049799,Dept of Computer Science,CPSC,601,150075,25327,LEC,Y,4,1.25,In Person,PI
Winter,2021,0,Dept of Chemistry,CHEM,433,164366,14059,LAB,N,20,0.05,In Person,
Winter,2022,10028494,Department of Geoscience,GLGY,701,122398,16465,LAB,Y,1,1,Independent Study,PI
Fall,2019,10024405,Faculty of Science,SCIE,317,163967,76129,LEC,Y,20,0.7,In Person,PI
Winter,2022,0,Dept of Chemistry,CHEM,203,104794,14211,LAB,N,20,1,In Person,
Fall,2018,10133317,Dept of Computer Science,CPSC,413,107216,70429,TUT,N,26,0.846153846,In Person,TA
Winter,2021,0,Dept of Biological Sciences,BIOL,331,103218,10146,TUT,N,27,1,Web-Based Instruction,
Winter,2020,4241864,Dept of Biological Sciences,BIOL,530B,163276,23142,LAB,Y,10,0.6,Senior Project,PI
Fall,2020,0,Dept of Biological Sciences,ZOOL,461,139504,70707,LAB,N,24,0.833333333,Web-Based Instruction,
Winter,2020,0,Dept of Chemistry,CHEM,201,104793,24582,LAB,N,35,0.028571429,In Person,
Winter,2020,0,Dept of Physics & Astronomy,PHYS,223,132698,19180,LAB,N,24,1,In Person,
Spring,2020,10186529,Dept of Math & Stats,MATH,375,162787,30251,LEC,Y,277,1.014440433,Web-Based Instruction,PI
Winter,2020,0,Dept of Chemistry,CHEM,201,104793,19620,LAB,N,20,0.95,In Person,
Fall,2019,30025850,Dept of Math & Stats,ACSC,513,163266,75941,LEC,Y,40,0.675,In Person,TA
Fall,2018,0,Dept of Physics & Astronomy,PHYS,449,132762,76205,TUT,N,55,0.581818182,In Person,
Fall,2019,955180,Department of Geoscience,GOPH,453,122655,70621,LAB,N,16,0.875,In Person,PI
Fall,2017,30047856,Dept of Math & Stats,MATH,249,125996,70034,LAB,N,56,1.017857143,In Person,PI
Fall,2018,0,Dept of Math & Stats,MATH,375,162787,72938,TUT,N,100,0.99,In Person,
Fall,2017,30046795,Dept of Math & Stats,MATH,211,125983,71445,TUT,N,136,0.977941176,In Person,PI
Fall,2019,0,Dept of Physics & Astronomy,PHYS,365,162994,72812,LAB,N,24,1,In Person,
Fall,2020,10183993,Dept of Biological Sciences,CMMB,507,150052,76326,LAB,Y,1,5,In Person,PI
Fall,2019,0,Dept of Chemistry,CHEM,203,104794,71399,TUT,N,63,0.73015873,In Person,
Winter,2018,10009882,Department of Geoscience,GLGY,202,162255,12267,LAB,N,18,0.944444444,In Person,PI
Fall,2019,961922,Dept of Biological Sciences,CMMB,528A,150499,76805,LAB,Y,1,1,Independent Study,AL
Winter,2020,10109464,Dept of Biological Sciences,BIOL,530B,163276,23142,LAB,Y,10,0.6,Senior Project,PI
Spring,2021,0,Dept of Math & Stats,STAT,213,139100,30436,LAB,N,30,0.566666667,Web-Based Instruction,
Fall,2018,0,Dept of Chemistry,CHEM,201,104793,71212,LAB,N,20,1,In Person,
Fall,2019,10037215,Dept of Computer Science,CPSC,601,150075,76626,LEC,Y,1,1,Independent Study,PI
Fall,2021,0,Dept of Physics & Astronomy,PHYS,221,132696,71333,LAB,N,9,1,Web-Based Instruction,
Fall,2017,10063313,Department of Geoscience,GLGY,541,122304,75073,LAB,N,16,0.875,In Person,PI
Winter,2022,10010808,Dept of Biological Sciences,CMMB,527,105593,10242,LEC,Y,60,1.016666667,In Person,PI
Summer,2022,10036000,Dept of Biological Sciences,BIOL,243,161577,1094,LEC,Y,72,0.819444444,In Person,PI
Fall,2021,0,Dept of Chemistry,CHEM,209,104797,70803,LAB,N,20,0.75,In Person,
Winter,2018,4231889,Dept of Biological Sciences,ECOL,528B,150095,16823,LAB,Y,1,1,Independent Study,PI
Fall,2018,955615,Dept of Computer Science,CPSC,699A,107682,71134,LEC,Y,50,0.56,In Person,PI
Fall,2019,0,Dept of Chemistry,CHEM,351,104832,70283,LAB,N,20,0.95,In Person,
Spring,2019,30042885,Dept of Computer Science,CPSC,217,160416,31401,TUT,N,24,1,In Person,TA
Fall,2018,10030708,Dept of Biological Sciences,BCEM,530A,103091,76252,LAB,Y,18,0.888888889,In Person,AL
Winter,2018,4045588,Dept of Physics & Astronomy,PHYS,259,132717,10749,LEC,Y,200,0.87,In Person,PI
Winter,2018,10001705,Dept of Biological Sciences,CMMB,528B,150053,16880,LAB,Y,1,1,Independent Study,AL
Fall,2017,30047057,Dept of Math & Stats,MATH,311,126009,70051,TUT,N,60,0.933333333,In Person,PI
Winter,2021,10189765,Dept of Biological Sciences,BIOL,243,161577,11406,LEC,Y,400,1,Web-Based Instruction,AL
Winter,2019,10009882,Department of Geoscience,GLGY,202,162255,12044,LAB,N,16,0.9375,In Person,PI
Fall,2018,0,Dept of Chemistry,CHEM,211,161157,72437,LAB,N,14,1,In Person,
Winter,2019,0,Dept of Biological Sciences,ZOOL,463,139505,11821,LAB,N,24,1,In Person,
Summer,2022,0,Dept of Computer Science,CPSC,233,107165,1241,TUT,N,24,0.791666667,Web-Based Instruction,
Winter,2018,4154341,Faculty of Science,NEUR,411,161163,12596,LEC,Y,50,0.52,In Person,SI
Fall,2020,0,Dept of Math & Stats,MATH,265,162782,72131,LAB,N,60,1.016666667,Web-Based Instruction,
Winter,2021,0,Dept of Chemistry,CHEM,353,104833,10194,LAB,N,20,1,Web-Based Instruction,
Fall,2020,10000379,Dept of Biological Sciences,BIOL,703,150035,77155,LEC,Y,1,1,Web-Based Instruction,PI
Winter,2020,0,Dept of Physics & Astronomy,PHYS,581,161663,21939,LAB,N,30,0.133333333,In Person,
Winter,2021,0,Dept of Biological Sciences,CMMB,343,105369,10242,LAB,N,24,1,Web-Based Instruction,
Winter,2021,0,Dept of Math & Stats,MATH,211,125983,10800,LAB,N,54,0.981481481,Web-Based Instruction,
Fall,2021,0,Dept of Math & Stats,STAT,213,139100,70067,LAB,N,30,0.966666667,Web-Based Instruction,
Summer,2020,10045866,Dept of Biological Sciences,BIOL,205,103188,50384,LEC,Y,100,1,Web-Based Instruction,PI
Fall,2019,30067980,Dept of Math & Stats,STAT,213,139100,70102,LAB,N,30,1,In Person,PI
Fall,2019,0,Dept of Physics & Astronomy,PHYS,221,132696,71632,LAB,N,9,0.888888889,In Person,
Winter,2022,0,Dept of Computer Science,CPSC,217,160416,15807,TUT,N,25,0.96,In Person,
Fall,2021,0,Dept of Chemistry,CHEM,371,104842,76101,LAB,N,16,1,In Person,
Fall,2021,0,Dept of Biological Sciences,BIOL,241,161654,71374,LAB,N,24,1,Web-Based Instruction,
Fall,2021,0,Dept of Math & Stats,MATH,275,162784,76845,TUT,N,100,0.49,In Person,
Winter,2021,0,Dept of Math & Stats,STAT,217,139102,10062,LAB,N,29,1,Web-Based Instruction,
Spring,2018,10177952,Dept of Physics & Astronomy,PHYS,211,132690,30073,LEC,Y,144,0.652777778,In Person,PI
Spring,2018,0,Dept of Math & Stats,MATH,211,125983,31087,LAB,N,50,0.68,In Person,
Winter,2021,0,Dept of Biological Sciences,BIOL,313,103213,10141,LAB,N,22,1,Web-Based Instruction,
Fall,2019,0,Dept of Biological Sciences,BCEM,471,102726,70209,TUT,N,50,0.4,In Person,
Winter,2021,0,Dept of Biological Sciences,ZOOL,463,139505,11458,LAB,N,25,0.8,Web-Based Instruction,
Spring,2019,30044760,Dept of Computer Science,CPSC,331,107198,31376,TUT,N,28,0.928571429,In Person,TA
Summer,2019,4063448,Department of Geoscience,GLGY,337,122167,50736,LAB,Y,16,1,Field School,AL
Fall,2018,0,Dept of Chemistry,CHEM,311,104817,74561,LAB,N,20,0.1,In Person,
Fall,2021,2104497,Dept of Chemistry,CHEM,701,150049,76857,LEC,Y,2,1,Independent Study,PI
Winter,2020,4069678,Department of Geoscience,GLGY,510B,150233,25112,LAB,Y,1,1,Independent Study,AL
